pedido_id,date_id,data,horario,endereco,pizza_id,pizza,quantidade,valor_total
881,57,2024-02-26,22:15:00,"Travessa de Rezende, 90, Independência, 90341560 Andrade / MG",5,Frango com Catupiry,3,149.7
882,4,2024-01-04,23:45:00,"Vale Costela, 673, São Tomaz, 75761181 Novais / MS",6,Quatro Queijos,3,146.7
883,3,2024-01-03,21:30:00,"Quadra de Castro, 221, Vila Paquetá, 20277-292 Peixoto do Oeste / AL",8,Vegetariana,1,47.9
884,82,2024-03-22,22:15:00,"Sítio Alexia Garcia, Mangabeiras, 35800-686 Novais Grande / SC",1,Margherita,2,79.8
885,23,2024-01-23,21:50:00,"Conjunto Azevedo, 45, Boa União 2ª Seção, 89057471 Machado das Pedras / RN",6,Quatro Queijos,1,48.9
886,35,2024-02-04,23:20:00,"Colônia Ferreira, 63, Olaria, 88122-374 Viana / MS",6,Quatro Queijos,3,146.7
887,73,2024-03-13,23:10:00,"Distrito Mathias Farias, Nova Suíça, 13633237 da Mota / SC",6,Quatro Queijos,2,97.8
888,85,2024-03-25,23:20:00,"Lago Cavalcante, 79, Nossa Senhora Da Aparecida, 54488202 Dias de Barros / ES",8,Vegetariana,1,47.9
889,65,2024-03-05,20:50:00,"Aeroporto Gonçalves, 32, Jardim Felicidade, 18337-651 Novaes / AL",2,Calabresa,3,128.7
890,30,2024-01-30,21:30:00,"Jardim Anthony Nunes, 37, Vila Ipiranga, 32926-869 Rezende de Pinto / CE",3,Mussarela,2,83.8
891,84,2024-03-24,21:20:00,"Aeroporto Moreira, 7, Cidade Jardim Taquaril, 87956-256 Albuquerque / AM",10,Banana com Canela,2,87.8
892,80,2024-03-20,19:45:00,"Vale da Cruz, 37, Vila Jardim Leblon, 97781-272 Casa Grande / ES",10,Banana com Canela,1,43.9
893,65,2024-03-05,18:00:00,"Esplanada de Teixeira, 3, Nova Gameleira, 41390660 Rios do Galho / SE",3,Mussarela,3,125.7
894,36,2024-02-05,22:15:00,"Jardim Jesus, 63, Conjunto Serra Verde, 01902213 Castro / RR",2,Calabresa,3,128.7
895,44,2024-02-13,21:20:00,"Viaduto de Carvalho, 22, Vila Real 2ª Seção, 25004-578 Porto / PI",6,Quatro Queijos,3,146.7
896,65,2024-03-05,18:10:00,"Trecho Oliveira, Vila São Geraldo, 93473336 Oliveira / BA",8,Vegetariana,2,95.8
897,41,2024-02-10,22:20:00,"Quadra de Martins, 81, Vila Bandeirantes, 70879266 Rodrigues do Oeste / RS",2,Calabresa,2,85.8
898,29,2024-01-29,22:50:00,"Viaduto Aragão, 347, Biquinhas, 91706-176 Andrade do Norte / PA",2,Calabresa,2,85.8
899,12,2024-01-12,22:40:00,"Vereda da Luz, 42, Álvaro Camargos, 33934959 Abreu da Prata / GO",9,Chocolate,1,44.9
900,52,2024-02-21,23:40:00,"Viela Maria Cecília Monteiro, 66, São João, 13146-375 Câmara das Pedras / MT",10,Banana com Canela,2,87.8
901,20,2024-01-20,23:45:00,"Trecho João Miguel Viana, 57, Vila Jardim Alvorada, 78329-762 Porto Alegre / SP",2,Calabresa,2,85.8
902,82,2024-03-22,22:30:00,"Trevo Nogueira, 655, Conjunto Bonsucesso, 57527967 Cavalcante de Goiás / SC",2,Calabresa,2,85.8
903,13,2024-01-13,21:40:00,"Via Letícia Lopes, 424, São Geraldo, 72589624 Caldeira de Marques / MG",1,Margherita,1,39.9
904,71,2024-03-11,20:30:00,"Loteamento Levi Jesus, 20, Palmares, 92294-873 Lopes Paulista / RN",10,Banana com Canela,1,43.9
905,14,2024-01-14,20:15:00,"Largo Marques, 3, Vila Madre Gertrudes 4ª Seção, 63506-763 Rocha / RR",10,Banana com Canela,1,43.9
906,26,2024-01-26,18:15:00,"Parque Danilo Nogueira, Heliopolis, 09073982 Pereira do Amparo / MS",3,Mussarela,3,125.7
907,78,2024-03-18,21:50:00,"Via Marques, 38, Vila Paquetá, 57192015 Novais de Viana / MT",3,Mussarela,3,125.7
908,3,2024-01-03,23:00:00,"Núcleo Léo Pinto, 77, Serra, 51970628 Guerra / PB",5,Frango com Catupiry,2,99.8
909,21,2024-01-21,23:20:00,"Recanto Guilherme Sousa, 36, Túnel De Ibirité, 01868899 Albuquerque / SP",3,Mussarela,3,125.7
910,36,2024-02-05,21:20:00,"Loteamento Julia Freitas, 737, Vila Santo Antônio Barroquinha, 31468-371 Sales de Minas / RR",8,Vegetariana,3,143.7
911,24,2024-01-24,22:15:00,"Favela de Fonseca, 131, Gutierrez, 83537-398 Brito Verde / MA",7,Pepperoni,1,52.9
912,26,2024-01-26,23:40:00,"Feira Felipe Castro, Nova Suíça, 69127672 Barbosa Verde / PB",9,Chocolate,3,134.7
913,6,2024-01-06,22:45:00,"Distrito Barbosa, 751, Vila Canto Do Sabiá, 06767-468 Araújo de Casa Grande / PI",10,Banana com Canela,2,87.8
914,19,2024-01-19,21:50:00,"Viaduto Alves, 262, Vila Satélite, 67697961 Abreu Grande / PR",10,Banana com Canela,3,131.7
915,62,2024-03-02,20:10:00,"Pátio Montenegro, 99, Caetano Furquim, 91200-921 Novaes dos Dourados / RJ",3,Mussarela,3,125.7
916,61,2024-03-01,20:00:00,"Travessa Stella Rios, 36, Santa Sofia, 46204918 Porto Paulista / BA",5,Frango com Catupiry,1,49.9
917,35,2024-02-04,18:50:00,"Praça Mathias Aragão, 571, Casa Branca, 85758-339 Andrade / RN",7,Pepperoni,1,52.9
918,23,2024-01-23,21:00:00,"Aeroporto de da Conceição, 48, Candelaria, 54662-614 Cavalcanti / RR",6,Quatro Queijos,3,146.7
919,33,2024-02-02,22:30:00,"Praia Thales Fernandes, 802, São Cristóvão, 93350-199 Cassiano de Campos / MS",2,Calabresa,3,128.7
920,80,2024-03-20,23:10:00,"Setor Maria Eduarda Borges, 90, Novo Glória, 56097-693 Vargas do Galho / RO",8,Vegetariana,3,143.7
921,29,2024-01-29,20:45:00,"Largo Daniel Brito, 90, Santa Rita De Cássia, 44861568 Sales / AP",1,Margherita,2,79.8
922,84,2024-03-24,19:15:00,"Vereda de Gonçalves, 74, Capitão Eduardo, 68544-908 Fogaça do Amparo / AL",7,Pepperoni,2,105.8
923,22,2024-01-22,20:40:00,"Ladeira de Andrade, Vila Piratininga, 38410832 Silveira do Norte / CE",3,Mussarela,2,83.8
924,39,2024-02-08,22:30:00,"Condomínio Rios, 94, Embaúbas, 19907345 Nascimento do Sul / SP",8,Vegetariana,2,95.8
925,32,2024-02-01,20:15:00,"Lagoa Sales, 236, Mala E Cuia, 74677047 Pereira de Teixeira / ES",6,Quatro Queijos,1,48.9
926,63,2024-03-03,21:50:00,"Trecho da Rosa, 75, Universo, 79525527 Sampaio da Prata / SP",6,Quatro Queijos,3,146.7
927,11,2024-01-11,19:15:00,"Viaduto de Rocha, 98, Nossa Senhora De Fátima, 94675921 Novais / SP",2,Calabresa,3,128.7
928,33,2024-02-02,20:10:00,"Praia de Cassiano, 9, Universitário, 01095633 da Cunha da Prata / RN",6,Quatro Queijos,3,146.7
929,29,2024-01-29,21:10:00,"Rodovia Maria Helena Andrade, 51, Monsenhor Messias, 65295-363 da Cunha Paulista / ES",8,Vegetariana,1,47.9
930,79,2024-03-19,22:10:00,"Vereda Eloá Santos, Bela Vitoria, 57247084 Moreira das Pedras / SP",1,Margherita,2,79.8
931,32,2024-02-01,22:20:00,"Sítio Sophia da Luz, 6, Vila Nova Dos Milionarios, 18351-235 Moura / MA",9,Chocolate,3,134.7
932,54,2024-02-23,23:20:00,"Ladeira Lima, 36, Candelaria, 22859-133 da Rocha de Machado / BA",10,Banana com Canela,1,43.9
933,44,2024-02-13,23:20:00,"Favela Oliveira, 59, Acaiaca, 78919-144 Brito / PE",3,Mussarela,2,83.8
934,82,2024-03-22,22:10:00,"Sítio Silveira, 1, Grota, 73299519 Cardoso de Goiás / RS",6,Quatro Queijos,2,97.8
935,54,2024-02-23,23:15:00,"Viela Dias, 37, Corumbiara, 48066-315 Pereira / SE",4,Portuguesa,2,93.8
936,17,2024-01-17,22:45:00,"Parque Liam Gomes, 826, Leonina, 16127820 Leão do Galho / AC",3,Mussarela,3,125.7
937,22,2024-01-22,21:40:00,"Vale Gustavo Rios, 8, Vila Atila De Paiva, 55041-153 da Cruz do Sul / PI",2,Calabresa,2,85.8
938,51,2024-02-20,19:45:00,"Vereda Cavalcante, 7, Conjunto Providencia, 46956229 da Rosa do Oeste / TO",7,Pepperoni,3,158.7
939,7,2024-01-07,22:10:00,"Feira Caldeira, 74, Conjunto Lagoa, 01286865 Pastor das Flores / CE",3,Mussarela,3,125.7
940,79,2024-03-19,22:00:00,"Setor Gonçalves, Conjunto Serra Verde, 91660-937 Camargo do Galho / SE",5,Frango com Catupiry,3,149.7
941,23,2024-01-23,23:00:00,"Trecho de Fernandes, 98, Vila Jardim Montanhes, 54458-027 Pires / SP",7,Pepperoni,3,158.7
942,81,2024-03-21,21:15:00,"Condomínio Castro, 3, Jardim Felicidade, 70125-269 Freitas de Lima / PA",6,Quatro Queijos,2,97.8
943,20,2024-01-20,21:00:00,"Alameda Albuquerque, 22, Vila Mangueiras, 10598-032 Peixoto / MG",3,Mussarela,3,125.7
944,65,2024-03-05,20:40:00,"Trevo Laís Novais, 481, Grotinha, 61206050 Teixeira / BA",1,Margherita,3,119.7
945,40,2024-02-09,19:40:00,"Distrito de Lima, 8, Juliana, 26670-790 Camargo do Amparo / MA",8,Vegetariana,2,95.8
946,8,2024-01-08,20:30:00,"Parque de Mendes, 47, Vila Batik, 97316-470 Vasconcelos dos Dourados / RJ",9,Chocolate,3,134.7
947,85,2024-03-25,18:00:00,"Estrada de Sampaio, 4, Conjunto Califórnia I, 11958-135 da Mota / CE",7,Pepperoni,3,158.7
948,19,2024-01-19,19:00:00,"Lagoa Maysa da Rosa, 24, Alta Tensão 1ª Seção, 10452-919 da Cunha Alegre / AL",8,Vegetariana,2,95.8
949,42,2024-02-11,18:20:00,"Residencial de Moraes, 1, Pantanal, 85498-664 Pacheco / AM",10,Banana com Canela,2,87.8
950,35,2024-02-04,20:15:00,"Jardim Daniela Andrade, 27, Novo Aarão Reis, 80688-417 Carvalho / DF",5,Frango com Catupiry,1,49.9
951,7,2024-01-07,20:15:00,"Travessa Carlos Eduardo Almeida, Nossa Senhora Da Conceição, 10700-404 Cavalcanti / DF",2,Calabresa,2,85.8
952,11,2024-01-11,20:20:00,"Residencial Alexia Lima, 76, Vila Jardim São José, 96168708 Teixeira Paulista / AP",4,Portuguesa,2,93.8
953,70,2024-03-10,18:10:00,"Vila Ana Laura Pastor, 76, Vila Da Amizade, 73475153 Macedo do Sul / SP",6,Quatro Queijos,1,48.9
954,67,2024-03-07,22:20:00,"Rodovia Bryan Macedo, 16, Nova Suíça, 70259929 Sousa Alegre / AM",6,Quatro Queijos,1,48.9
955,1,2024-01-01,20:30:00,"Esplanada Almeida, 417, Lagoinha Leblon, 86927721 Duarte / PA",2,Calabresa,3,128.7
956,62,2024-03-02,21:10:00,"Praia de Carvalho, 33, Lagoa, 39648-089 Andrade / AM",4,Portuguesa,3,140.7
957,52,2024-02-21,21:15:00,"Via Farias, 40, Vila Boa Vista, 02029-918 Santos / MT",9,Chocolate,3,134.7
958,21,2024-01-21,18:50:00,"Largo Hellena Cunha, Túnel De Ibirité, 99140-013 Vargas / RJ",2,Calabresa,1,42.9
959,29,2024-01-29,23:15:00,"Trecho Hellena Ribeiro, 55, São Tomaz, 88102231 Pacheco / RO",7,Pepperoni,1,52.9
960,87,2024-03-27,18:00:00,"Avenida Maria Julia Castro, 8, João Paulo Ii, 30520256 Pacheco do Amparo / AP",3,Mussarela,3,125.7
961,84,2024-03-24,22:10:00,"Vale de Cunha, 93, Copacabana, 16890-633 Pimenta Verde / PB",7,Pepperoni,3,158.7
962,38,2024-02-07,20:50:00,"Morro Letícia Câmara, 67, Belvedere, 54309949 Costela / AC",4,Portuguesa,2,93.8
963,71,2024-03-11,22:50:00,"Parque Brito, 72, Vila Da Ária, 73284179 Mendes / AP",1,Margherita,2,79.8
964,83,2024-03-23,23:10:00,"Chácara Machado, 46, Silveira, 88236-012 Jesus do Galho / RJ",3,Mussarela,1,41.9
965,56,2024-02-25,18:45:00,"Trecho de Rocha, 71, Barão Homem De Melo 3ª Seção, 94948535 Almeida da Serra / PR",9,Chocolate,3,134.7
966,13,2024-01-13,18:20:00,"Morro de Jesus, 1, Santa Monica, 54585206 Teixeira / RS",3,Mussarela,1,41.9
967,1,2024-01-01,21:10:00,"Viaduto Luísa Sá, Vila Dos Anjos, 84267406 Nogueira / RR",6,Quatro Queijos,2,97.8
968,80,2024-03-20,18:50:00,"Via Renan Brito, Vila Cemig, 75097-560 Ribeiro / PA",8,Vegetariana,3,143.7
969,11,2024-01-11,18:20:00,"Residencial Luara Nogueira, 57, Vila Nova Gameleira 3ª Seção, 52510250 Silveira / AC",8,Vegetariana,1,47.9
970,42,2024-02-11,19:45:00,"Rua Novaes, Olaria, 61197256 da Mota Grande / MG",5,Frango com Catupiry,2,99.8
971,82,2024-03-22,21:10:00,"Campo de Duarte, 787, Barão Homem De Melo 2ª Seção, 43520040 Martins da Praia / PB",10,Banana com Canela,2,87.8
972,4,2024-01-04,23:45:00,"Distrito Martins, 99, Flamengo, 23053-947 Costa do Oeste / RR",6,Quatro Queijos,3,146.7
973,65,2024-03-05,19:15:00,"Praça Léo Casa Grande, 937, Universitário, 47590101 Lopes do Sul / PE",9,Chocolate,2,89.8
974,38,2024-02-07,23:45:00,"Estrada de Leão, 37, Inconfidência, 78008-670 Cardoso Grande / PI",2,Calabresa,1,42.9
975,31,2024-01-31,22:00:00,"Lagoa de Carvalho, 99, Vila Trinta E Um De Março, 20321-302 Andrade do Sul / RJ",2,Calabresa,3,128.7
976,41,2024-02-10,18:15:00,"Loteamento de Macedo, 364, Pindura Saia, 42320235 Dias / BA",4,Portuguesa,3,140.7
977,49,2024-02-18,21:45:00,"Parque de Costa, 72, Juliana, 46779733 Aparecida de Goiás / AP",9,Chocolate,3,134.7
978,2,2024-01-02,19:45:00,"Alameda Ana Vitória Mendonça, 4, Santa Tereza, 23258-947 Mendonça / RJ",9,Chocolate,1,44.9
979,80,2024-03-20,19:30:00,"Área de Silva, 72, Serra Verde, 91300-877 Pastor de Porto / RS",7,Pepperoni,2,105.8
980,31,2024-01-31,23:45:00,"Fazenda de Teixeira, 90, Lagoa, 32403-411 Carvalho dos Dourados / AM",10,Banana com Canela,2,87.8
981,70,2024-03-10,23:50:00,"Chácara de Viana, 39, Ventosa, 20025061 da Rocha / PE",7,Pepperoni,3,158.7
982,58,2024-02-27,23:45:00,"Colônia Vinicius da Mata, 56, Apolonia, 04000049 Moraes / PE",10,Banana com Canela,3,131.7
983,50,2024-02-19,19:50:00,"Núcleo Catarina Lopes, 426, Alpes, 42335-021 Barros / RJ",2,Calabresa,2,85.8
984,15,2024-01-15,21:50:00,"Vale Juliana Garcia, 51, Independência, 02376-775 Almeida da Serra / MT",10,Banana com Canela,2,87.8
985,64,2024-03-04,20:10:00,"Conjunto Maria Júlia Azevedo, 3, Vila Piratininga, 52583645 Martins / AP",2,Calabresa,1,42.9
986,32,2024-02-01,18:40:00,"Pátio Joaquim Fernandes, Nossa Senhora Da Aparecida, 28048757 da Costa da Praia / PE",7,Pepperoni,1,52.9
987,11,2024-01-11,18:10:00,"Morro Ester Moraes, 58, Piratininga, 32964-424 Ribeiro / PA",2,Calabresa,3,128.7
988,4,2024-01-04,22:45:00,"Morro de Lima, Vila Da Luz, 91914362 da Mota do Sul / BA",9,Chocolate,3,134.7
989,42,2024-02-11,18:40:00,"Vale Nina Mendonça, 27, Jardim Felicidade, 58907-609 Barbosa / GO",6,Quatro Queijos,3,146.7
990,54,2024-02-23,18:45:00,"Pátio de Novaes, 14, Vila Vista Alegre, 54827-287 Pimenta de Rocha / AL",10,Banana com Canela,1,43.9
991,28,2024-01-28,19:10:00,"Sítio Oliveira, Cidade Nova, 34438-092 Lopes da Prata / BA",5,Frango com Catupiry,1,49.9
992,18,2024-01-18,18:45:00,"Via Júlia Brito, 620, João Paulo Ii, 22894622 Sá de Souza / SC",3,Mussarela,2,83.8
993,15,2024-01-15,19:50:00,"Loteamento Danilo Moraes, 65, Vila Sesc, 55245-905 Pastor / AP",5,Frango com Catupiry,3,149.7
994,42,2024-02-11,22:00:00,"Parque Lima, 9, Vila Fumec, 75572145 Pastor / DF",8,Vegetariana,1,47.9
995,4,2024-01-04,19:10:00,"Vila Renan Pires, 1, Belmonte, 09628175 Leão / PE",8,Vegetariana,3,143.7
996,70,2024-03-10,20:40:00,"Ladeira Azevedo, 12, Grajaú, 15485458 Cavalcante do Norte / CE",8,Vegetariana,3,143.7
997,7,2024-01-07,18:45:00,"Vale Alícia Duarte, 28, Vila Da Amizade, 11433-099 Siqueira de Minas / SP",5,Frango com Catupiry,1,49.9
998,59,2024-02-28,22:45:00,"Viaduto Allana das Neves, 265, Barão Homem De Melo 2ª Seção, 59561-421 Rios da Praia / SC",2,Calabresa,3,128.7
999,91,2024-03-31,21:45:00,"Aeroporto Campos, 43, Leticia, 76540-294 Montenegro de Minas / SE",6,Quatro Queijos,1,48.9
1000,33,2024-02-02,21:15:00,"Vale Carvalho, 5, Granja De Freitas, 03375-104 Mendes / BA",1,Margherita,2,79.8
1001,36,2024-02-05,22:00:00,"Colônia de Castro, 81, Vila Paris, 13580-130 Almeida de Cavalcanti / RJ",4,Portuguesa,3,140.7
1002,63,2024-03-03,19:30:00,"Alameda de Pastor, 5, Cidade Jardim, 63629-036 Almeida / PR",6,Quatro Queijos,1,48.9
1003,67,2024-03-07,18:30:00,"Passarela Garcia, 33, Nossa Senhora Da Conceição, 41674883 Mendes / RS",2,Calabresa,1,42.9
1004,39,2024-02-08,23:45:00,"Vereda Moura, 22, Horto, 60044980 Vargas do Sul / PE",4,Portuguesa,2,93.8
1005,86,2024-03-26,19:50:00,"Estrada da Conceição, 39, Monte São José, 29965062 Lima / TO",10,Banana com Canela,2,87.8
1006,57,2024-02-26,21:00:00,"Favela Augusto Porto, 17, Ipiranga, 04099134 Sales / SE",7,Pepperoni,3,158.7
1007,45,2024-02-14,23:45:00,"Recanto Silveira, 41, Calafate, 52168110 Sousa da Prata / AL",1,Margherita,2,79.8
1008,60,2024-02-29,18:00:00,"Esplanada Novais, 6, Vila Do Pombal, 59872-338 Pereira da Mata / TO",5,Frango com Catupiry,1,49.9
1009,67,2024-03-07,23:30:00,"Avenida de Aragão, 874, Glória, 19195431 Alves / AL",9,Chocolate,2,89.8
1010,10,2024-01-10,19:45:00,"Aeroporto Fonseca, 37, Vila Betânia, 06620373 Sales de Goiás / MS",7,Pepperoni,1,52.9
1011,68,2024-03-08,20:10:00,"Avenida Raquel Freitas, 3, Flavio De Oliveira, 52885017 Pereira / TO",10,Banana com Canela,3,131.7
1012,80,2024-03-20,22:00:00,"Lago Ana Sophia Campos, 70, Ipe, 51429593 Souza do Sul / RR",8,Vegetariana,3,143.7
1013,76,2024-03-16,23:20:00,"Vale da Rosa, 88, Confisco, 25330-795 Fonseca do Norte / RR",5,Frango com Catupiry,1,49.9
1014,43,2024-02-12,18:30:00,"Vale Gael Castro, Santa Isabel, 86259-996 Marques do Norte / RN",8,Vegetariana,3,143.7
1015,28,2024-01-28,23:15:00,"Estrada Nathan Aragão, 8, Barreiro, 03548-359 Novaes / PE",9,Chocolate,1,44.9
1016,61,2024-03-01,23:50:00,"Passarela Albuquerque, Vila Pinho, 20931118 Melo / CE",1,Margherita,3,119.7
1017,28,2024-01-28,19:10:00,"Ladeira Alves, 32, Liberdade, 63437181 Brito / AP",3,Mussarela,1,41.9
1018,15,2024-01-15,23:30:00,"Pátio Liz Cunha, 2, São Gabriel, 44980712 Cunha Alegre / MG",7,Pepperoni,2,105.8
1019,77,2024-03-17,21:20:00,"Vila Castro, 84, Álvaro Camargos, 17411481 Nunes / PB",9,Chocolate,3,134.7
1020,77,2024-03-17,22:20:00,"Sítio Brito, 6, Vila Sesc, 90904784 Rodrigues Alegre / AL",9,Chocolate,1,44.9
1021,83,2024-03-23,20:10:00,"Recanto da Rosa, Conjunto Serra Verde, 10743795 Brito da Mata / RN",8,Vegetariana,1,47.9
1022,59,2024-02-28,21:50:00,"Viela Ana Julia Costela, 83, Lorena, 19152732 da Luz Verde / AM",1,Margherita,1,39.9
1023,6,2024-01-06,18:30:00,"Parque João Guilherme Porto, 62, Marieta 3ª Seção, 32052-863 da Rosa de Monteiro / CE",6,Quatro Queijos,2,97.8
1024,75,2024-03-15,18:40:00,"Viela Barbosa, 608, Camargos, 48174766 Costa Paulista / GO",10,Banana com Canela,3,131.7
1025,39,2024-02-08,20:50:00,"Lago Olivia Viana, 15, São José, 84991-919 Carvalho / MS",7,Pepperoni,2,105.8
1026,32,2024-02-01,19:10:00,"Estrada de da Luz, 890, Oeste, 44937-593 Siqueira / AP",5,Frango com Catupiry,2,99.8
1027,4,2024-01-04,21:30:00,"Colônia Bernardo Vieira, 2, João Alfredo, 01353251 Macedo / SE",5,Frango com Catupiry,1,49.9
1028,60,2024-02-29,22:00:00,"Sítio de Pacheco, 67, São Bernardo, 81564-693 Cavalcante de Oliveira / PI",7,Pepperoni,1,52.9
1029,1,2024-01-01,19:40:00,"Distrito de Marques, 1, Granja De Freitas, 31645358 Sales / PE",1,Margherita,2,79.8
1030,27,2024-01-27,23:40:00,"Via Mariane Mendes, 81, Vila Canto Do Sabiá, 31254826 Sousa / RN",8,Vegetariana,3,143.7
1031,7,2024-01-07,19:40:00,"Vila de Sales, União, 63380-508 Vargas Verde / PI",1,Margherita,1,39.9
1032,27,2024-01-27,20:50:00,"Lagoa Bruna Gonçalves, 17, Alto Caiçaras, 82004540 Carvalho / MA",5,Frango com Catupiry,3,149.7
1033,66,2024-03-06,22:00:00,"Loteamento Maria Julia Pinto, 71, Vila Independencia 1ª Seção, 30042435 Cunha / RS",5,Frango com Catupiry,3,149.7
1034,29,2024-01-29,18:15:00,"Praia Ana Julia Brito, 98, Solar Do Barreiro, 30036-238 da Rocha das Flores / RN",6,Quatro Queijos,1,48.9
1035,31,2024-01-31,22:10:00,"Jardim de Costela, 17, Aparecida 7ª Seção, 54616-940 Camargo / RJ",1,Margherita,3,119.7
1036,35,2024-02-04,23:10:00,"Núcleo Luara da Mota, Outro, 61925846 Cirino / AC",6,Quatro Queijos,2,97.8
1037,46,2024-02-15,21:30:00,"Travessa de da Cruz, Lorena, 58054379 Silva / AL",3,Mussarela,1,41.9
1038,83,2024-03-23,23:40:00,"Estação Marcelo Mendonça, 42, Cidade Nova, 13569884 Porto / AM",10,Banana com Canela,1,43.9
1039,42,2024-02-11,23:30:00,"Feira da Paz, 12, Vila Copacabana, 40217-397 Pastor Grande / RR",3,Mussarela,2,83.8
1040,34,2024-02-03,20:10:00,"Favela Ana Luiza da Paz, Laranjeiras, 72471662 Cardoso / RN",7,Pepperoni,2,105.8
1041,86,2024-03-26,20:10:00,"Morro de Macedo, 374, Pedreira Padro Lopes, 45661532 Sampaio / PA",3,Mussarela,2,83.8
1042,26,2024-01-26,23:30:00,"Vereda de Borges, 84, Marmiteiros, 68689034 Sales de Minas / RJ",10,Banana com Canela,1,43.9
1043,8,2024-01-08,22:30:00,"Vila Montenegro, 673, Itaipu, 22408055 Vasconcelos / BA",7,Pepperoni,2,105.8
1044,21,2024-01-21,18:30:00,"Via Maria Helena da Luz, 59, Vila Da Paz, 15015-580 Marques / RO",2,Calabresa,2,85.8
1045,24,2024-01-24,20:00:00,"Vereda Souza, 85, Madre Gertrudes, 71642-780 Carvalho / TO",7,Pepperoni,2,105.8
1046,5,2024-01-05,19:15:00,"Passarela Stephany Vargas, 6, Vila Satélite, 22594-717 Brito / MT",5,Frango com Catupiry,1,49.9
1047,76,2024-03-16,22:10:00,"Praça Enzo Aparecida, Castanheira, 83975182 Sá das Pedras / RJ",3,Mussarela,1,41.9
1048,52,2024-02-21,18:45:00,"Núcleo Ana Beatriz Machado, 9, São Benedito, 91826649 Moreira de Goiás / AC",7,Pepperoni,3,158.7
1049,68,2024-03-08,23:30:00,"Núcleo Lorena Aragão, 59, Juliana, 11868512 Farias da Prata / PR",10,Banana com Canela,3,131.7
1050,28,2024-01-28,22:20:00,"Vila Fernanda Machado, Jardim Leblon, 23942975 da Mota / MG",10,Banana com Canela,1,43.9
1051,31,2024-01-31,20:40:00,"Área Olívia Abreu, 59, Santo Antônio, 65071255 Albuquerque / RO",3,Mussarela,2,83.8
1052,57,2024-02-26,21:30:00,"Passarela Pastor, 784, Betânia, 39249785 Moura / PB",8,Vegetariana,2,95.8
1053,51,2024-02-20,21:15:00,"Núcleo Julia Nascimento, 95, Vila Paquetá, 96361-459 Gomes / PB",7,Pepperoni,2,105.8
1054,29,2024-01-29,19:00:00,"Estrada de da Cruz, 379, Santa Rosa, 97919310 Araújo de Minas / AP",2,Calabresa,3,128.7
1055,63,2024-03-03,22:10:00,"Estrada Cassiano, 32, Mala E Cuia, 50816-242 Abreu das Flores / MG",4,Portuguesa,1,46.9
1056,75,2024-03-15,18:30:00,"Colônia Hadassa Sá, Boa União 2ª Seção, 42831054 Macedo de Campos / MA",4,Portuguesa,1,46.9
1057,83,2024-03-23,19:30:00,"Alameda Daniela da Luz, 11, Glória, 13084668 Rodrigues / ES",10,Banana com Canela,1,43.9
1058,75,2024-03-15,20:20:00,"Rodovia Nascimento, 974, Mangabeiras, 59661762 Lopes / AP",10,Banana com Canela,3,131.7
1059,14,2024-01-14,18:10:00,"Chácara Levi Sampaio, 20, Vila Copasa, 39266395 Pacheco / CE",5,Frango com Catupiry,3,149.7
1060,86,2024-03-26,20:45:00,"Área Macedo, 57, Das Industrias I, 16689836 da Cunha do Campo / AC",5,Frango com Catupiry,2,99.8
1061,26,2024-01-26,21:40:00,"Trecho Rios, 4, Conjunto Lagoa, 28394-887 Souza da Prata / BA",4,Portuguesa,2,93.8
1062,2,2024-01-02,20:40:00,"Lago Brito, 112, Renascença, 15508-832 Câmara / AP",1,Margherita,1,39.9
1063,76,2024-03-16,21:00:00,"Fazenda Sabrina da Mota, 14, Álvaro Camargos, 26912-861 Rezende de Gonçalves / MG",10,Banana com Canela,1,43.9
1064,81,2024-03-21,19:40:00,"Vila Abreu, Alta Tensão 1ª Seção, 16703234 Duarte Alegre / AC",10,Banana com Canela,2,87.8
1065,90,2024-03-30,22:15:00,"Via Rebeca Castro, 93, Lajedo, 55012-201 Câmara Grande / MT",3,Mussarela,2,83.8
1066,67,2024-03-07,21:20:00,"Colônia Vargas, 13, Conjunto Taquaril, 65396-321 Teixeira / SE",10,Banana com Canela,3,131.7
1067,68,2024-03-08,19:50:00,"Trecho Sara Castro, 3, Horto Florestal, 98778914 Albuquerque / AL",1,Margherita,2,79.8
1068,3,2024-01-03,22:30:00,"Jardim Sá, 93, Cdi Jatoba, 77647-745 Sales do Norte / BA",9,Chocolate,2,89.8
1069,90,2024-03-30,21:30:00,"Passarela Melo, 3, São José, 57955186 Cavalcante de Cassiano / AC",2,Calabresa,1,42.9
1070,14,2024-01-14,19:50:00,"Fazenda Luiza Carvalho, 26, Vila Nova Gameleira 2ª Seção, 00306-911 da Rosa do Oeste / MS",1,Margherita,2,79.8
1071,80,2024-03-20,19:40:00,"Estrada de da Costa, 350, Vila Nova Gameleira 2ª Seção, 01784-246 Nunes / MA",2,Calabresa,2,85.8
1072,56,2024-02-25,22:30:00,"Área Beatriz Gomes, 208, Monsenhor Messias, 00576686 Gomes / TO",3,Mussarela,3,125.7
1073,49,2024-02-18,21:20:00,"Lago de Cavalcante, 3, Vila Da Paz, 24133589 da Cunha / PA",7,Pepperoni,1,52.9
